loan_id,customer_id,issue_date,funded_amount,total_payment,int_rate,grade,term_months,loan_status,purpose,dti,annual_income,address_state,credit_score,home_ownership,employment_length,verification_status,application_type,delinq_2yrs,open_accounts,revol_util,installment,emp_length_yrs,sub_grade,desc_len
12120,5465,2026-05-04,10300.0,12760.5,7.96,B,36,Fully Paid,major_purchase,24.83,75000.0,MO,626,RENT,1.6,Source Verified,Individual,0,12,79.4,308.89,1.6,B4,361
12121,14141,2026-08-21,20900.0,2538.54,10.69,C,36,Current,credit_card,22.31,32800.0,MO,757,OWN,14.2,Not Verified,Joint,0,21,33.2,642.61,14.2,C2,356
12122,11587,2026-07-12,9300.0,1469.32,11.55,C,36,Current,debt_consolidation,17.41,46700.0,NJ,569,RENT,2.2,Not Verified,Individual,1,20,65.6,288.17,2.2,C4,266
12123,13540,2026-08-26,6300.0,736.44,5.03,A,36,Current,credit_card,2.63,47200.0,TX,776,RENT,4.4,Verified,Individual,0,8,30.3,183.81,4.4,A4,257
12124,3318,2026-06-09,28500.0,5361.64,8.96,B,36,Current,medical,29.25,53700.0,FL,649,MORTGAGE,9.1,Source Verified,Individual,0,3,85.9,862.63,9.1,B4,344
12125,14051,2026-12-11,6000.0,120.0,12.76,C,60,Current,credit_card,7.49,51300.0,TX,705,MORTGAGE,5.0,Verified,Individual,0,17,79.1,112.76,5.0,C5,345
12126,11008,2026-04-23,36600.0,5073.86,11.35,B,60,Current,car,2.05,28500.0,NY,665,RENT,5.0,Source Verified,Individual,0,12,32.5,679.2,5.0,B4,111
12127,3464,2026-09-13,7900.0,793.61,10.88,B,36,Current,major_purchase,29.06,49600.0,TX,596,OTHER,2.4,Source Verified,Individual,1,23,47.6,243.33,2.4,B2,77
12128,726,2026-09-26,13300.0,1178.17,12.2,C,36,Current,debt_consolidation,33.02,58600.0,MI,809,OWN,0.0,Source Verified,Individual,1,22,26.5,414.5,0.0,C2,110
12129,6428,2026-11-21,9600.0,11171.9,5.46,A,36,Fully Paid,debt_consolidation,22.42,105000.0,CA,614,RENT,10.3,Verified,Individual,2,12,0.0,281.22,10.3,A2,51
12130,6409,2026-02-01,20400.0,3733.48,6.12,A,60,Current,moving,19.63,108900.0,TX,615,MORTGAGE,5.5,Verified,Individual,2,9,74.4,360.79,5.5,A5,25
12131,12188,2026-08-24,27800.0,1188.16,11.03,B,60,Charged Off,credit_card,2.46,139300.0,NY,623,RENT,9.6,Source Verified,Individual,1,12,39.8,514.44,9.6,B5,363
12132,9129,2026-12-27,10800.0,216.0,16.87,D,60,Current,credit_card,12.69,21300.0,NC,744,RENT,4.9,Verified,Individual,2,3,37.3,210.37,4.9,D5,236
12133,10598,2026-07-06,12600.0,1235.84,20.76,E,60,Current,debt_consolidation,13.24,88200.0,FL,688,OWN,4.1,Verified,Individual,0,20,64.4,253.59,4.1,E1,151
12134,5587,2026-10-23,24900.0,1591.78,10.57,B,36,Current,credit_card,20.17,88600.0,CA,657,OTHER,13.1,Source Verified,Individual,0,24,71.9,764.8,13.1,B3,246
12135,13661,2026-12-16,28000.0,560.0,8.87,B,36,Current,moving,16.79,44900.0,CA,699,RENT,5.9,Source Verified,Individual,0,5,80.3,846.77,5.9,B2,306
12136,7829,2026-11-08,10900.0,14737.1,7.04,A,60,Fully Paid,debt_consolidation,23.3,57300.0,CA,786,OWN,4.0,Not Verified,Individual,0,23,48.5,194.46,4.0,A1,323
12137,475,2026-05-12,5800.0,6767.16,5.56,A,36,Fully Paid,medical,18.83,25600.0,VA,746,MORTGAGE,8.0,Verified,Individual,0,22,39.5,170.07,8.0,A1,123
12138,13798,2026-02-01,35200.0,44775.0,9.07,B,36,Fully Paid,credit_card,0.0,22900.0,AZ,850,RENT,8.4,Source Verified,Individual,0,6,40.6,1066.44,8.4,B4,194
12139,6299,2026-10-19,12400.0,837.99,9.94,B,36,Current,debt_consolidation,3.89,33700.0,NY,773,MORTGAGE,6.8,Source Verified,Individual,0,19,29.1,378.67,6.8,B3,2
12140,1907,2026-06-08,40000.0,4536.99,10.19,B,60,Current,car,23.17,32400.0,PA,702,MORTGAGE,3.4,Verified,Individual,1,24,55.9,734.6,3.4,B5,399
12141,5469,2026-01-09,20100.0,26295.67,10.27,B,36,Fully Paid,major_purchase,25.35,64000.0,TN,727,MORTGAGE,3.1,Source Verified,Individual,0,8,30.0,615.7,3.1,B2,339
12142,1491,2026-07-22,6400.0,342.97,10.07,B,36,Charged Off,home_improvement,7.46,69600.0,CA,653,MORTGAGE,10.3,Verified,Individual,1,17,35.4,195.67,10.3,B4,338
12143,13240,2026-12-06,17500.0,415.53,16.48,D,36,Current,medical,17.97,45400.0,MO,594,RENT,7.0,Verified,Individual,1,5,56.6,566.2,7.0,D1,183
12144,7829,2026-01-27,6600.0,1225.97,8.4,B,60,Current,medical,17.1,57300.0,CA,786,OWN,4.0,Verified,Individual,0,18,72.2,119.24,4.0,B3,22
12145,8597,2026-07-25,4200.0,220.93,18.4,E,36,Charged Off,major_purchase,10.94,56300.0,WA,701,OWN,6.7,Source Verified,Individual,1,7,20.9,138.13,6.7,E3,57
12146,7059,2026-08-14,8400.0,16832.09,20.08,E,60,Fully Paid,credit_card,19.58,75400.0,TX,812,MORTGAGE,5.3,Source Verified,Individual,0,4,8.6,168.11,5.3,E5,292
12147,12781,2026-08-24,40000.0,64817.21,20.68,E,36,Fully Paid,credit_card,17.58,64600.0,CA,767,OWN,9.3,Verified,Individual,0,23,0.4,1340.9,9.3,E1,8
12148,7340,2026-12-15,3100.0,62.0,16.68,D,60,Current,small_business,5.45,376700.0,GA,622,MORTGAGE,7.5,Not Verified,Individual,0,19,60.0,60.29,7.5,D3,310
12149,10155,2026-11-05,27600.0,862.03,9.5,B,60,Current,debt_consolidation,17.2,42800.0,WI,716,MORTGAGE,3.8,Source Verified,Individual,1,10,87.7,503.7,3.8,B2,94
12150,6107,2026-10-09,7900.0,606.03,21.99,F,36,Current,debt_consolidation,15.14,66400.0,MA,680,MORTGAGE,0.4,Source Verified,Individual,2,21,56.8,267.7,0.4,F4,16
12151,13067,2026-02-06,32200.0,39892.35,7.96,B,36,Fully Paid,debt_consolidation,15.44,24800.0,CA,840,MORTGAGE,7.4,Not Verified,Joint,0,17,58.1,965.67,7.4,B5,301
12152,13459,2026-10-21,27300.0,1795.07,7.71,A,36,Current,debt_consolidation,29.58,71900.0,NY,706,RENT,5.5,Verified,Individual,0,20,75.2,816.82,5.5,A3,127
12153,10368,2026-12-12,40000.0,800.0,5.12,A,36,Current,debt_consolidation,8.72,99300.0,MI,690,MORTGAGE,6.7,Verified,Individual,1,8,43.3,1167.96,6.7,A2,157
12154,11059,2026-08-25,40000.0,4712.33,7.12,A,36,Current,major_purchase,20.87,76300.0,NC,590,RENT,8.2,Verified,Individual,1,8,66.2,1190.26,8.2,A1,168
12155,10966,2026-01-16,18900.0,3624.66,10.6,C,60,Current,credit_card,20.88,118300.0,MO,763,MORTGAGE,6.6,Verified,Individual,1,5,60.3,348.38,6.6,C1,60
12156,514,2026-12-07,16600.0,379.0,20.0,E,36,Current,major_purchase,25.6,82600.0,CA,693,MORTGAGE,11.3,Verified,Individual,0,6,20.1,553.35,11.3,E3,124
12157,9383,2026-04-24,10400.0,1436.05,16.68,D,60,Current,debt_consolidation,31.68,114000.0,CA,720,MORTGAGE,6.8,Verified,Individual,1,15,57.3,202.24,6.8,D2,52
12158,11273,2026-02-24,6500.0,8399.06,9.74,B,36,Fully Paid,credit_card,15.51,40800.0,FL,649,MORTGAGE,7.0,Source Verified,Joint,0,4,55.7,198.14,7.0,B1,109
12159,7039,2026-06-18,40000.0,7196.35,12.21,C,36,Current,home_improvement,22.97,86000.0,WA,782,RENT,1.6,Source Verified,Individual,0,4,15.7,1246.77,1.6,C3,267
12160,7825,2026-10-12,18400.0,27270.97,9.64,B,60,Fully Paid,debt_consolidation,20.1,111000.0,WA,620,OWN,2.3,Verified,Individual,1,16,53.7,336.24,2.3,B3,10
12161,13822,2026-11-25,10300.0,208.82,5.52,A,60,Current,small_business,15.68,78700.0,CA,844,OWN,7.0,Not Verified,Individual,0,6,21.3,181.15,7.0,A5,392
12162,5802,2026-12-22,4400.0,6140.16,13.18,C,36,Fully Paid,debt_consolidation,6.49,80000.0,WA,595,RENT,6.4,Not Verified,Individual,0,7,30.2,138.33,6.4,C4,158
12163,11438,2026-09-01,15600.0,1738.08,14.38,D,36,Current,debt_consolidation,32.17,43500.0,MO,690,RENT,0.9,Verified,Individual,0,15,42.7,495.64,0.9,D4,230
12164,14543,2026-12-27,40000.0,800.0,7.62,A,36,Current,debt_consolidation,14.41,70300.0,MA,738,MORTGAGE,2.1,Source Verified,Joint,1,6,44.2,1195.75,2.1,A2,287
12165,9785,2026-06-09,8300.0,936.88,15.67,D,60,Current,debt_consolidation,24.39,64500.0,OH,841,RENT,7.1,Verified,Individual,0,20,74.3,160.01,7.1,D2,296
12166,6130,2026-05-09,5300.0,412.96,16.37,D,36,Charged Off,debt_consolidation,25.53,43600.0,IL,684,MORTGAGE,0.0,Source Verified,Individual,0,3,47.8,171.33,0.0,D5,365
12167,452,2026-01-25,16300.0,5076.07,11.64,C,36,Current,debt_consolidation,25.32,71700.0,VA,726,RENT,3.8,Not Verified,Individual,0,21,64.8,505.46,3.8,C1,270
12168,11781,2026-10-24,14100.0,533.1,16.38,D,60,Current,home_improvement,11.62,42200.0,IL,799,MORTGAGE,4.7,Not Verified,Individual,0,11,81.3,273.5,4.7,D4,12
12169,5831,2026-04-26,3000.0,4248.29,13.87,D,36,Fully Paid,credit_card,18.06,66700.0,AZ,616,MORTGAGE,5.3,Not Verified,Individual,1,8,28.1,94.89,5.3,D2,307
12170,9657,2026-06-16,13700.0,896.32,23.2,G,60,Charged Off,car,20.68,41900.0,TX,665,RENT,7.9,Verified,Individual,0,14,37.4,281.32,7.9,G5,23
12171,6998,2026-12-01,21200.0,600.18,6.33,A,36,Current,medical,10.0,48400.0,GA,621,RENT,13.1,Verified,Individual,0,11,53.2,626.18,13.1,A4,18
12172,2706,2026-01-17,11700.0,3729.04,16.65,D,36,Current,home_improvement,16.18,91400.0,TX,686,RENT,0.4,Verified,Individual,0,15,32.0,379.11,0.4,D1,180
12173,976,2026-07-12,19900.0,3144.02,11.17,B,36,Current,home_improvement,14.67,93300.0,CA,621,RENT,11.8,Not Verified,Individual,0,21,87.4,614.51,11.8,B3,281
12174,14416,2026-12-27,19700.0,394.0,9.24,C,60,Current,home_improvement,9.02,81700.0,IL,784,RENT,9.2,Source Verified,Individual,0,21,51.8,358.68,9.2,C1,94
12175,1739,2026-12-02,9500.0,190.0,17.45,E,60,Current,debt_consolidation,26.26,88800.0,CA,638,RENT,3.5,Source Verified,Individual,0,23,28.3,185.96,3.5,E2,172
12176,1794,2026-09-24,6600.0,9297.36,13.62,C,36,Fully Paid,debt_consolidation,16.76,32600.0,PA,677,OWN,12.0,Verified,Joint,1,16,46.7,208.31,12.0,C3,133
12177,4380,2026-08-15,20400.0,26011.57,9.17,B,36,Fully Paid,debt_consolidation,22.94,55800.0,NY,600,RENT,4.1,Source Verified,Individual,1,6,57.0,618.63,4.1,B4,275
12178,87,2026-12-18,4300.0,5745.96,11.21,B,36,Fully Paid,debt_consolidation,12.84,72100.0,WA,664,OWN,6.0,Source Verified,Individual,0,7,63.9,132.83,6.0,B3,168
12179,14783,2026-07-27,10200.0,883.07,18.91,E,60,Current,credit_card,27.71,59900.0,CA,649,MORTGAGE,10.4,Verified,Individual,0,22,51.4,202.14,10.4,E5,151
12180,14614,2026-01-25,13900.0,4328.68,6.79,A,36,Current,debt_consolidation,29.34,59200.0,GA,629,MORTGAGE,10.3,Source Verified,Individual,0,21,42.4,412.35,10.3,A1,32
12181,4067,2026-05-22,13700.0,1008.92,14.26,D,36,Charged Off,medical,24.35,51400.0,MI,638,MORTGAGE,7.2,Source Verified,Individual,1,9,60.1,434.81,7.2,D3,327
12182,6558,2026-08-13,7900.0,1017.26,11.33,C,36,Current,credit_card,16.83,35900.0,PA,682,MORTGAGE,1.6,Verified,Individual,0,15,36.5,244.31,1.6,C1,56
12183,8140,2026-11-23,16600.0,332.0,19.61,E,36,Charged Off,credit_card,5.99,56800.0,TX,813,MORTGAGE,9.3,Not Verified,Individual,0,22,69.0,551.53,9.3,E1,212
12184,4981,2026-12-04,4100.0,82.0,14.35,C,60,Current,home_improvement,28.86,61600.0,IL,743,MORTGAGE,0.6,Source Verified,Individual,1,18,30.5,78.14,0.6,C3,272
12185,3288,2026-08-13,2100.0,3116.32,16.13,D,36,Fully Paid,debt_consolidation,13.53,42900.0,NY,780,MORTGAGE,3.5,Verified,Individual,0,15,64.6,67.74,3.5,D4,72
12186,4534,2026-08-03,9200.0,761.21,5.44,A,60,Current,vacation,7.78,96300.0,AZ,587,MORTGAGE,12.7,Not Verified,Individual,0,13,46.1,161.67,12.7,A2,265
12187,3919,2026-01-21,11100.0,1259.01,16.13,D,60,Charged Off,credit_card,5.49,62300.0,NC,716,MORTGAGE,9.5,Verified,Individual,0,24,74.8,214.84,9.5,D2,191
12188,2498,2026-09-02,40000.0,2652.05,10.44,B,60,Current,debt_consolidation,13.72,94500.0,PA,535,OTHER,3.6,Source Verified,Individual,1,23,53.4,736.25,3.6,B3,367
12189,14401,2026-05-27,3100.0,372.0,17.34,D,60,Current,debt_consolidation,10.77,190900.0,AZ,810,RENT,4.6,Verified,Joint,1,21,29.3,60.62,4.6,D1,164
12190,13864,2026-11-24,13900.0,20419.01,15.63,D,36,Fully Paid,credit_card,24.62,113400.0,PA,766,RENT,4.0,Source Verified,Individual,0,5,69.3,446.47,4.0,D4,333
12191,1280,2026-10-13,30200.0,47211.24,11.27,B,60,Fully Paid,moving,19.45,44200.0,CA,683,RENT,2.8,Verified,Joint,1,23,75.4,560.04,2.8,B2,154
12192,5315,2026-07-18,21900.0,3340.0,11.01,B,36,Current,credit_card,7.31,92600.0,CA,698,RENT,3.2,Source Verified,Individual,0,19,41.4,675.33,3.2,B3,201
12193,9509,2026-05-18,19900.0,25852.36,9.97,B,36,Fully Paid,vacation,4.39,103600.0,MI,697,MORTGAGE,0.9,Source Verified,Individual,1,20,62.0,607.89,0.9,B2,292
12194,14607,2026-09-05,8800.0,17661.49,20.14,E,60,Fully Paid,debt_consolidation,23.87,27500.0,AZ,718,MORTGAGE,7.2,Not Verified,Individual,1,20,80.1,176.2,7.2,E5,319
12195,9213,2026-12-06,11100.0,263.56,4.34,A,36,Current,debt_consolidation,20.19,43900.0,VA,764,MORTGAGE,0.1,Source Verified,Joint,0,3,25.9,321.71,0.1,A1,129
12196,8491,2026-08-09,16100.0,1279.18,7.62,A,60,Current,credit_card,30.47,48800.0,NY,720,RENT,14.3,Not Verified,Individual,0,12,58.3,288.77,14.3,A3,215
12197,12291,2026-02-23,21800.0,39181.81,15.95,D,60,Fully Paid,debt_consolidation,30.73,53700.0,MA,650,OWN,9.0,Source Verified,Individual,2,20,43.6,421.27,9.0,D2,393
12198,4925,2026-09-08,9800.0,617.53,6.73,A,60,Current,debt_consolidation,12.63,46700.0,MO,593,RENT,10.4,Source Verified,Individual,1,7,44.4,174.33,10.4,A3,28
12199,932,2026-07-02,25600.0,4278.36,13.99,C,36,Current,credit_card,19.9,45900.0,MI,733,OTHER,7.7,Not Verified,Individual,0,2,36.7,810.61,7.7,C5,140
12200,6835,2026-10-14,18500.0,800.82,13.21,C,60,Current,medical,15.8,46900.0,NC,729,RENT,3.0,Verified,Individual,0,19,33.3,349.05,3.0,C3,69
12201,1110,2026-09-16,17100.0,1670.96,13.25,C,36,Current,home_improvement,29.59,30200.0,IL,763,RENT,10.7,Verified,Individual,0,14,49.3,537.93,10.7,C4,397
12202,10675,2026-03-19,32400.0,40490.0,8.32,B,36,Fully Paid,debt_consolidation,36.8,60000.0,NC,681,RENT,8.5,Source Verified,Individual,0,2,23.8,974.91,8.5,B2,372
12203,13548,2026-10-04,7300.0,593.33,11.99,C,36,Current,major_purchase,31.21,39400.0,PA,669,RENT,5.3,Verified,Individual,1,7,41.2,227.08,5.3,C3,5
12204,10102,2026-04-21,19700.0,4587.67,11.66,B,36,Current,credit_card,12.67,116000.0,NY,623,MORTGAGE,4.0,Source Verified,Individual,0,15,82.1,611.01,4.0,B1,205
12205,1234,2026-10-23,18700.0,1195.43,12.56,C,36,Current,debt_consolidation,1.37,60500.0,TX,706,MORTGAGE,0.0,Verified,Individual,1,6,90.0,584.69,0.0,C1,313
12206,3036,2026-12-05,13700.0,17541.3,9.35,B,36,Fully Paid,debt_consolidation,20.25,67200.0,MO,736,MORTGAGE,5.5,Source Verified,Individual,1,18,75.2,416.12,5.5,B5,399
12207,1543,2026-10-07,5000.0,6899.11,7.6,B,60,Fully Paid,home_improvement,19.22,102600.0,NY,717,MORTGAGE,2.6,Verified,Individual,1,23,17.1,89.66,2.6,B2,145
12208,13817,2026-11-04,40000.0,1271.23,16.38,D,60,Current,credit_card,8.12,40700.0,WI,614,RENT,10.3,Verified,Individual,0,13,22.2,775.86,10.3,D2,18
12209,7496,2026-09-16,18500.0,28818.35,18.59,E,36,Fully Paid,major_purchase,1.15,150700.0,CA,813,RENT,13.6,Source Verified,Individual,0,4,67.3,609.43,13.6,E3,197
12210,12429,2026-11-09,32400.0,940.93,5.11,A,60,Current,small_business,43.4,149400.0,GA,789,RENT,4.3,Source Verified,Joint,1,2,65.0,567.59,4.3,A1,171
12211,6665,2026-07-19,26800.0,1462.62,13.43,C,60,Charged Off,debt_consolidation,8.86,107100.0,WA,646,MORTGAGE,0.8,Not Verified,Individual,1,13,0.0,506.67,0.8,C4,117
12212,11921,2026-08-07,11500.0,555.78,5.54,A,36,Charged Off,major_purchase,24.82,33000.0,TX,704,MORTGAGE,5.7,Not Verified,Individual,0,21,63.6,337.15,5.7,A4,243
12213,12664,2026-10-13,25500.0,670.68,12.52,B,36,Charged Off,credit_card,12.55,66100.0,NJ,815,MORTGAGE,6.6,Source Verified,Individual,0,2,0.0,796.98,6.6,B3,73
12214,9107,2026-07-26,39200.0,3415.23,18.93,E,60,Current,debt_consolidation,29.78,103700.0,WI,738,RENT,5.6,Source Verified,Individual,0,8,68.2,776.99,5.6,E4,334
12215,13624,2026-05-08,7200.0,938.96,10.69,B,60,Current,small_business,22.98,60500.0,TX,767,RENT,4.6,Source Verified,Individual,0,4,21.6,132.83,4.6,B4,340
12216,1201,2026-09-22,30500.0,1012.77,11.83,B,36,Charged Off,car,4.87,53700.0,CA,600,RENT,1.3,Verified,Individual,0,3,27.2,947.48,1.3,B2,240
12217,12279,2026-12-27,9300.0,186.0,13.21,C,36,Current,home_improvement,3.91,48200.0,PA,798,RENT,4.1,Verified,Individual,0,22,35.5,292.46,4.1,C4,150
12218,13634,2026-12-24,19300.0,26021.77,6.97,A,60,Fully Paid,credit_card,18.81,214000.0,PA,630,MORTGAGE,10.3,Not Verified,Individual,1,10,15.6,344.07,10.3,A1,39
12219,8423,2026-04-08,5300.0,7142.53,11.59,B,36,Fully Paid,credit_card,32.79,87800.0,IN,717,RENT,9.2,Verified,Individual,0,6,0.0,164.28,9.2,B5,122
12220,1768,2026-02-01,19300.0,2119.3,13.13,C,36,Charged Off,debt_consolidation,28.4,38900.0,OH,763,RENT,8.0,Not Verified,Joint,0,2,39.4,606.52,8.0,C2,397
12221,3364,2026-04-12,21400.0,3095.67,22.58,F,60,Current,credit_card,17.13,53600.0,VA,630,RENT,0.0,Verified,Individual,0,20,36.6,437.19,0.0,F4,387
12222,8681,2026-08-26,6100.0,713.06,13.64,C,36,Current,credit_card,19.44,46200.0,VA,711,OWN,7.3,Source Verified,Individual,0,11,43.6,192.55,7.3,C5,288
12223,1905,2026-08-22,17800.0,2145.75,7.26,B,36,Current,credit_card,18.23,33400.0,TN,746,OWN,9.5,Source Verified,Individual,0,5,46.7,530.36,9.5,B1,133
12224,10076,2026-07-13,40000.0,3769.86,18.54,E,60,Current,major_purchase,27.58,40900.0,MA,511,MORTGAGE,8.2,Source Verified,Individual,1,15,77.0,790.29,8.2,E1,63
12225,6306,2026-02-19,16500.0,29181.82,15.37,D,60,Fully Paid,debt_consolidation,20.15,30200.0,FL,850,MORTGAGE,7.0,Verified,Individual,0,24,79.4,317.27,7.0,D3,339
12226,11179,2026-05-14,26000.0,3305.21,12.86,C,60,Current,credit_card,4.72,123700.0,WA,806,RENT,2.9,Source Verified,Individual,1,17,39.5,489.06,2.9,C5,327
12227,14440,2026-08-25,13700.0,19667.84,14.52,C,36,Fully Paid,small_business,17.43,42000.0,TX,575,RENT,8.5,Verified,Individual,0,15,46.0,435.81,8.5,C1,195
12228,12630,2026-07-08,21000.0,2036.71,9.48,B,60,Current,major_purchase,23.11,195600.0,OH,645,MORTGAGE,11.4,Verified,Individual,1,24,59.0,383.17,11.4,B4,376
12229,14608,2026-11-19,20600.0,26581.69,9.68,C,36,Fully Paid,major_purchase,6.11,90100.0,NY,775,RENT,10.3,Not Verified,Individual,1,11,2.0,627.61,10.3,C4,341
12230,1641,2026-11-07,16300.0,818.72,11.62,C,36,Current,credit_card,20.7,67800.0,TX,589,MORTGAGE,2.3,Verified,Individual,0,24,19.6,505.41,2.3,C5,142
12231,5541,2026-01-25,10700.0,17061.53,11.89,C,60,Fully Paid,major_purchase,1.95,60600.0,TX,709,RENT,3.1,Not Verified,Individual,0,11,77.7,199.54,3.1,C1,352
12232,14985,2026-03-06,30000.0,4947.95,8.13,A,60,Current,car,6.04,43400.0,MA,675,RENT,4.8,Source Verified,Individual,1,12,35.3,540.67,4.8,A1,165
12233,38,2026-03-16,39600.0,3788.58,20.52,E,36,Charged Off,vacation,15.9,51300.0,FL,636,RENT,11.3,Verified,Individual,0,4,16.0,1325.75,11.3,E4,75
12234,13855,2026-12-02,40000.0,1095.89,21.21,F,36,Current,debt_consolidation,10.57,61300.0,TX,729,MORTGAGE,8.4,Source Verified,Individual,1,11,19.9,1346.81,8.4,F2,266
12235,8022,2026-10-06,28600.0,2272.33,12.98,C,36,Current,debt_consolidation,11.55,60200.0,NJ,590,MORTGAGE,11.7,Source Verified,Individual,0,23,43.0,897.55,11.7,C4,4
12236,4992,2026-04-04,10300.0,13490.67,10.33,C,36,Fully Paid,debt_consolidation,19.36,72400.0,CA,695,RENT,9.8,Verified,Individual,1,10,21.2,315.65,9.8,C4,239
12237,11306,2026-10-10,40000.0,1819.18,20.73,E,60,Current,debt_consolidation,3.98,82400.0,CA,734,RENT,3.1,Not Verified,Individual,1,7,43.9,804.87,3.1,E5,226
12238,5997,2026-08-02,40000.0,5552.51,9.17,B,36,Current,medical,17.78,43400.0,IL,716,MORTGAGE,7.4,Verified,Individual,1,3,105.7,1213.02,7.4,B3,377
12239,4709,2026-09-05,5300.0,6492.31,7.5,A,36,Fully Paid,debt_consolidation,13.06,18800.0,NC,639,OWN,1.2,Not Verified,Joint,0,20,30.2,158.26,1.2,A4,203
12240,9293,2026-01-10,10900.0,3543.74,4.03,A,36,Current,home_improvement,16.03,235800.0,NC,573,RENT,4.0,Verified,Individual,1,20,43.5,314.99,4.0,A4,268
12241,11840,2026-08-27,6700.0,777.08,13.15,C,36,Current,major_purchase,0.0,45100.0,MO,678,RENT,7.8,Source Verified,Individual,0,14,21.2,210.59,7.8,C1,113
12242,12639,2026-11-06,20300.0,406.0,7.89,B,60,Charged Off,debt_consolidation,12.74,73700.0,WA,553,RENT,0.8,Not Verified,Individual,0,24,20.8,365.02,0.8,B3,25
12243,10410,2026-09-18,18100.0,1735.62,5.74,A,36,Current,car,23.05,20500.0,MO,722,RENT,2.3,Verified,Individual,1,17,75.4,531.63,2.3,A3,374
12244,12499,2026-11-21,13900.0,312.27,15.32,D,60,Current,debt_consolidation,13.65,155000.0,MI,575,MORTGAGE,2.8,Not Verified,Individual,1,13,56.5,267.15,2.8,D4,390
12245,4620,2026-07-07,6700.0,1089.13,11.62,C,36,Current,debt_consolidation,0.0,85000.0,NY,744,MORTGAGE,3.8,Verified,Individual,0,20,62.1,207.74,3.8,C5,332
12246,14871,2026-11-23,4800.0,6950.05,14.93,C,36,Fully Paid,credit_card,16.32,76800.0,NC,556,MORTGAGE,5.3,Not Verified,Individual,0,3,64.9,153.24,5.3,C4,108
12247,6940,2026-12-19,12100.0,242.0,5.07,A,36,Current,credit_card,22.87,36700.0,VA,693,MORTGAGE,7.5,Verified,Individual,1,23,61.3,353.14,7.5,A4,125
12248,7497,2026-12-19,40000.0,800.0,8.56,B,60,Current,major_purchase,21.68,37600.0,MD,679,MORTGAGE,4.3,Verified,Individual,0,13,26.3,723.72,4.3,B3,331
12249,9710,2026-03-07,40000.0,52392.09,6.2,A,60,Fully Paid,small_business,23.18,154000.0,NY,674,RENT,7.5,Verified,Individual,0,5,25.6,707.97,7.5,A1,315
12250,2180,2026-03-17,40000.0,10593.61,22.12,F,36,Current,car,27.71,89800.0,TX,671,MORTGAGE,5.1,Source Verified,Individual,1,12,49.9,1356.84,5.1,F3,163
12251,3108,2026-11-14,2500.0,2899.86,5.33,A,36,Fully Paid,other,23.69,127200.0,WI,709,MORTGAGE,9.1,Source Verified,Individual,1,12,21.1,73.15,9.1,A3,279
12252,11185,2026-04-11,18400.0,4452.97,6.3,A,36,Current,debt_consolidation,18.84,59000.0,NY,679,OWN,9.0,Verified,Individual,0,21,78.8,543.32,9.0,A2,318
12253,1488,2026-10-12,40000.0,2958.9,15.84,D,36,Current,home_improvement,17.37,49400.0,OH,597,RENT,1.8,Verified,Individual,2,18,19.3,1287.13,1.8,D1,206
12254,12783,2026-08-22,9900.0,17043.96,14.43,C,60,Fully Paid,debt_consolidation,16.54,56200.0,MI,850,MORTGAGE,6.4,Verified,Individual,0,3,72.7,188.81,6.4,C2,260
12255,7469,2026-07-24,16800.0,1482.08,16.91,D,60,Current,major_purchase,9.6,189000.0,VA,711,OWN,9.0,Source Verified,Individual,1,22,57.7,327.36,9.0,D4,3
12256,13292,2026-04-07,16000.0,3930.59,11.82,C,36,Current,home_improvement,16.62,74800.0,IN,607,RENT,0.6,Verified,Individual,0,18,74.0,496.98,0.6,C4,106
12257,1672,2026-12-03,18900.0,500.55,17.68,E,36,Current,debt_consolidation,28.11,77300.0,GA,580,MORTGAGE,10.8,Verified,Joint,0,5,45.0,617.83,10.8,E2,54
12258,14236,2026-09-01,18100.0,1209.97,10.18,B,60,Current,home_improvement,29.73,82300.0,PA,740,RENT,3.8,Not Verified,Individual,0,3,29.2,332.38,3.8,B4,95
12259,2998,2026-05-08,40000.0,8694.06,22.4,F,36,Current,debt_consolidation,31.62,91100.0,FL,850,RENT,10.7,Verified,Individual,1,9,88.9,1359.96,10.7,F3,380
12260,3966,2026-12-02,11300.0,226.0,8.91,B,60,Current,credit_card,20.86,120500.0,CA,639,MORTGAGE,8.4,Verified,Individual,1,24,52.4,205.11,8.4,B3,54
12261,13287,2026-12-22,16500.0,330.0,20.17,E,60,Current,debt_consolidation,0.61,42300.0,TX,706,RENT,3.2,Not Verified,Individual,1,7,0.0,330.47,3.2,E1,261
12262,12579,2026-04-08,6000.0,881.1,6.67,A,60,Current,debt_consolidation,26.09,137700.0,OH,741,MORTGAGE,1.7,Source Verified,Individual,0,4,22.8,106.67,1.7,A3,144
12263,8614,2026-12-22,9700.0,194.0,8.68,B,36,Current,credit_card,22.36,37600.0,MD,672,MORTGAGE,0.0,Source Verified,Individual,0,13,44.2,292.83,0.0,B2,211
12264,11693,2026-11-03,17400.0,562.52,16.99,D,60,Current,major_purchase,25.77,54900.0,MA,784,MORTGAGE,7.1,Not Verified,Joint,0,9,79.7,339.26,7.1,D3,392
12265,3230,2026-03-08,22500.0,2211.78,24.97,G,36,Charged Off,major_purchase,11.72,40400.0,NY,591,OWN,6.3,Source Verified,Individual,0,19,53.1,781.07,6.3,G3,145
